2019.09.24	3,946285
2019.09.25	3,947825
2019.09.26	3,950355
2019.09.27	3,95254
2019.09.30	3,953445
2019.10.01	3,95477
2019.10.02	3,95846
2019.10.03	3,96007
2019.10.04	3,96084
2019.10.07	3,96178
2019.10.08	3,96244
2019.10.09	3,96273
2019.10.10	3,96205
2019.10.11	3,962175
2019.10.14	3,961385
2019.10.15	3,959085
2019.10.16	3,957145
2019.10.17	3,9540
2019.10.18	3,94992
2019.10.21	3,94154
2019.10.22	3,93439
2019.10.23	3,927475
2019.10.24	3,919255
2019.10.25	3,910745
2019.10.28	3,90339
